NAME,RUNID,EVENTID,START,EVENTMJD,I3TYPE,RA,DEC,RA_ERR_PLUS,RA_ERR_MINUS,DEC_ERR_PLUS,DEC_ERR_MINUS,ENERGY,FAR,SIGNAL,CASCADE_SCR,SKIMMING_SCR,START_SCR,STOP_SCR,THRGOING_SCR,CR_VETO,OTHER_I3TYPES
IC170621A,129654,8332254,2017-06-21 04:35:20.519171,57925.19120971263,gfu-bronze,74.97,25.08,7.25,7.78,5.57,6.2,109.0,2.13,0.367,1.56e-09,8.23e-07,8.1e-06,2.59e-05,1.0,FALSE,None
IC170626A,129677,55886338,2017-06-26 12:27:48.911702,57930.51931610766,gfu-gold,280.99,8.8,3.03,1.63,1.13,0.9,201.0,0.99,0.547,1.28e-08,2.35e-06,0.000866,1.27e-05,0.999,FALSE,gfu-bronze
IC170704A,129701,49353375,2017-07-04 07:01:20.847774,57938.29260240479,gfu-gold,230.45,23.36,1.67,1.71,1.1,0.89,195.0,0.78,0.602,4.09e-11,9.05e-08,5.07e-07,3.06e-05,1.0,FALSE,gfu-bronze
IC170717A,129777,67372962,2017-07-17 19:37:25.741942,57951.81765905026,gfu-gold,208.39,25.16,1.67,1.19,1.41,1.35,534.0,0.3,0.866,4.02e-10,1.63e-07,5.58e-07,7.22e-07,1.0,FALSE,gfu-bronze
IC170803A,129855,33565191,2017-08-03 02:00:44.449898,57968.08384779975,gfu-gold,1.1,4.63,4.48,1.76,0.41,0.41,214.0,0.93,0.561,2.54e-07,1.33e-05,0.00122,7.4e-05,0.999,FALSE,gfu-bronze
IC170809A,129878,40814378,2017-08-09 14:19:45.950548,57974.59705961282,gfu-gold,21.27,-2.28,0.75,1.05,0.6,0.67,226.0,0.69,0.598,4.73e-08,2.39e-07,1.8e-05,0.000166,1.0,FALSE,gfu-bronze
IC170819A,129915,72252401,2017-08-19 06:37:09.484478,57984.2758042185,gfu-bronze,26.98,18.88,1.85,3.03,1.11,1.1,167.0,1.21,0.509,3.16e-12,7.82e-08,1.02e-06,4.88e-07,1.0,FALSE,None
IC170824A,129933,32926212,2017-08-24 13:17:24.069387,57989.5537508031,gfu-gold,41.92,12.37,3.03,3.56,1.46,1.3,175.0,1.19,0.489,2.72e-07,1.44e-06,0.00414,0.00192,0.994,FALSE,gfu-bronze
IC170922A,130033,50579430,2017-09-22 20:54:30.436262,58018.87118560489,gfu-gold,77.43,5.79,1.14,0.75,0.64,0.41,264.0,0.6,0.631,2.62e-09,4.88e-07,2.77e-05,2.02e-05,1.0,FALSE,gfu-bronze
IC170923A,130034,7858514,2017-09-23 00:30:40.352771,58019.0213003793,gfu-gold,173.45,-2.54,2.37,2.55,0.9,1.31,202.0,0.93,0.563,1.11e-06,2.77e-08,0.00529,4.38e-05,0.995,FALSE,"ehe-gold,gfu-bronze"
IC171006A,130092,30964247,2017-10-06 07:23:14.655445,58032.3078085121,gfu-bronze,132.63,17.23,1.41,2.24,1.06,0.66,118.0,2.24,0.37,5.36e-07,9.94e-11,1.0,8.58e-11,4.32e-07,FALSE,None
IC171015A,130126,56068624,2017-10-15 01:34:30.065615,58041.06562575943,hese-gold,162.91,-15.48,2.99,1.71,1.62,1.98,72.0,0.3,0.554,8.81e-06,9.98999999999999e-06,0.258,0.000368,0.741,FALSE,hese-bronze
IC171028A,130172,52824390,2017-10-28 18:21:16.528905,58054.76477464011,gfu-bronze,294.52,2.05,3.56,3.38,2.2,3.21,133.0,3.0,0.337,3.91e-08,5.33e-06,1.94e-05,0.00013,1.0,FALSE,None
IC171106A,130214,17569642,2017-11-06 18:39:39.214416,58063.7775372039,gfu-gold,340.14,7.44,0.62,0.62,0.3,0.26,1573.0,0.19,0.975,5.14e-06,6.24e-08,0.0371,4.6e-05,0.963,FALSE,"ehe-gold,gfu-bronze"
IC171108A,130220,11599241,2017-11-08 18:06:50.440818,58065.75475047243,gfu-bronze,269.65,-20.7,0.22,0.18,0.16,0.16,20310.0,0.15,0.179,4.07e-06,0.000162,2.57e-05,0.00106,0.999,TRUE,None
IC180117A,130561,84363835,2018-01-17 18:03:10.563721,58135.75220559863,hese-bronze,206.1,3.92,1.19,1.14,0.71,0.78,85.0,0.33,0.424,5.95e-05,1.3e-08,1.0,3.99e-08,1.06e-06,FALSE,None
IC180123A,130588,44934051,2018-01-23 16:14:58.627895,58141.6770674525,gfu-gold,77.12,8.01,2.5,2.9,0.41,0.49,416.0,0.54,0.788,3.13e-09,4.04e-05,4.04e-06,4.39e-06,1.0,FALSE,gfu-bronze
IC180125A,130597,55489144,2018-01-25 23:25:03.522657,58143.97573521594,gfu-bronze,207.51,23.77,1.01,0.57,0.57,0.57,110.0,2.19,0.362,1.8e-12,1.15e-09,0.000277,5.49e-07,1.0,FALSE,None
IC180205A,130639,37366501,2018-02-05 00:06:04.630977,58154.00422026594,gfu-bronze,17.4,-10.54,1.36,0.92,0.76,0.72,113.0,0.94,0.229,2.81e-06,1.1e-06,0.000137,8.50999999999999e-05,1.0,FALSE,None
IC180213A,130684,80612787,2018-02-13 09:04:03.910795,58162.37782304162,gfu-bronze,66.97,6.09,2.46,2.59,1.95,1.72,111.0,3.93,0.273,3.83e-08,3.11e-07,0.000535,0.00114,0.998,FALSE,None
IC180228A,130743,25740057,2018-02-28 13:44:15.715178,58177.57240411086,gfu-bronze,294.79,26.4,1.85,1.71,0.79,1.12,124.0,1.41,0.424,3.79e-12,3.49e-09,3.25e-08,8.04999999999999e-06,1.0,FALSE,None
IC180313A,130797,67186364,2018-03-13 16:17:09.350761,58190.67858044863,gfu-bronze,287.18,5.53,0.75,2.46,0.34,0.26,160.0,2.01,0.388,8.12e-08,7.22e-08,0.00916,0.000156,0.991,FALSE,None
IC180314A,130801,16289732,2018-03-14 19:17:42.474658,58191.80396382706,gfu-bronze,58.71,0.78,1.89,1.67,1.01,1.01,145.0,2.61,0.36,5.7e-08,1.24e-06,6.34e-06,7.67999999999999e-06,1.0,FALSE,None
IC180316A,130807,3160265,2018-03-16 05:49:26.002924,58193.24266207089,gfu-bronze,271.71,-1.42,1.19,3.43,1.23,1.27,156.0,2.15,0.391,2.72e-05,1.4e-07,0.152,0.0114,0.836,FALSE,None
IC180410A,130912,76035104,2018-04-10 18:38:35.054751,58218.77679461517,gfu-gold,218.5,0.56,0.79,1.27,0.75,0.71,234.0,0.7,0.6,1.24e-08,3.9e-09,9.89999999999999e-05,1.11e-05,1.0,FALSE,gfu-bronze
IC180417A,130932,35022693,2018-04-17 06:41:03.494152,58225.2785126638,gfu-gold,305.73,-4.41,3.6,1.58,0.67,0.75,202.0,0.85,0.577,1.81e-05,1.1e-06,0.15,0.000107,0.85,FALSE,gfu-bronze
IC180528A,131096,32665194,2018-05-28 12:09:00.393219,58266.50625455115,gfu-bronze,312.14,0.3,1.41,2.02,0.86,1.45,110,4.2,0.278,1.29e-06,2.71e-06,0.027,1.55e-05,0.973,FALSE,None
IC180608A,131134,60192271,2018-06-08 14:19:31.856250,58277.59689648438,gfu-bronze,69.08,-1.08,1.63,1.41,0.78,0.78,158.0,2.07,0.396,1.58e-05,8.89999999999999e-07,0.00125,0.00101,0.998,FALSE,None
IC180612A,131145,43542963,2018-06-12 04:34:10.301490,58281.19039700799,gfu-bronze,338.69,3.73,5.1,5.71,2.81,3.7,107.0,4.66,0.25,2.91e-07,2.04e-06,0.00393,4.41e-05,0.996,FALSE,None
IC180613A,131165,9342044,2018-06-13 23:34:35.937879,58282.98236039212,gfu-bronze,38.06,11.53,5.84,4.26,4.15,4.91,155.0,1.57,0.415,2.1e-11,9.53e-07,2.36e-07,2.79e-06,1.0,FALSE,None
IC180728A,131321,73241305,2018-07-28 20:16:23.215094,58327.84471313767,gfu-bronze,74.14,-17.74,0.44,0.35,0.51,0.59,16952.0,0.31,0.178,1.33e-06,0.000628,3.35e-07,9.28999999999999e-05,0.999,TRUE,None
IC180807A,131360,57649537,2018-08-07 04:51:19.876356,58337.20231338376,gfu-bronze,100.37,11.15,4.0,5.05,2.98,2.12,106.0,3.3,0.276,1.04e-09,3.21e-06,8.83e-06,1.32e-05,1.0,FALSE,None
IC180908A,131475,34507973,2018-09-08 19:59:31.847987,58369.83300749986,ehe-gold,144.98,-2.39,1.49,2.2,1.16,1.12,144.0,1.83,0.3,2.71e-06,2.13e-05,0.000449,0.000361,0.999,FALSE,None
IC180909A,131477,57977901,2018-09-09 14:30:01.485787,58370.60418386328,gfu-bronze,141.37,26.94,1.05,1.27,0.88,1.0,171.0,0.83,0.533,2.77e-11,1.72e-07,1.94e-06,1.5e-05,1.0,FALSE,None
IC180919A,131519,27561842,2018-09-19 01:33:47.241951,58380.06513011518,gfu-bronze,258.4,32.84,1.49,1.49,0.94,0.75,144.0,1.02,0.478,9.36e-11,1.17e-08,0.0718,1.92e-08,0.928,FALSE,None
IC181008A,131602,39194539,2018-10-08 18:42:20.660304,58399.77940579056,gfu-bronze,77.08,1.23,2.68,3.56,1.23,1.16,108.0,4.42,0.267,3.6e-08,6.85e-07,0.00068,9.57e-06,0.999,FALSE,None
IC181014A,131624,12296708,2018-10-14 11:52:19.071653,58405.49466518118,hese-bronze,225.22,-34.95,1.36,2.64,1.22,1.79,62.0,1.88,0.386,0.00106,0.007,0.00547,0.0109,0.976,FALSE,None
IC181023A,131653,53411354,2018-10-23 16:37:32.652155,58414.69273902958,ehe-gold,270.18,-8.42,1.89,1.71,1.13,1.55,237.0,1.12,0.153,3.27e-05,1.58e-09,1.0,5.65e-08,2.22e-06,FALSE,None
IC181023B,131653,63430929,2018-10-23 17:39:45.658130,58414.73594511725,gfu-bronze,78.27,21.54,1.76,0.92,0.96,0.93,136.0,1.66,0.427,3.3e-13,1.59e-10,0.0001,4.46e-07,1.0,FALSE,None
IC181114B,131746,47815348,2018-11-14 22:40:17.600323,58436.94464815189,gfu-bronze,6.02,18.84,1.63,2.24,0.87,0.98,145.0,1.75,0.438,1.64e-09,2.21e-08,3.02e-07,0.000253,1.0,FALSE,None
IC181120A,131764,48222919,2018-11-20 17:00:32.202764,58442.70870605052,gfu-gold,25.71,11.72,5.54,5.27,2.41,4.5,188.0,0.99,0.537,6.7e-10,6.08e-07,2.7e-07,0.00011,1.0,FALSE,gfu-bronze
IC181120B,131767,7377802,2018-11-20 22:38:51.013745,58442.94364599242,gfu-bronze,324.58,51.74,7.74,9.04,6.75,9.48,173.0,0.15,0.571,2.93e-05,2.59e-10,1.0,5.33e-10,2.08e-08,FALSE,None
IC181121A,131768,80926380,2018-11-21 13:55:09.227828,58443.57996791468,gfu-gold,132.19,32.93,7.34,6.99,4.19,3.57,209.0,0.52,0.645,4.36e-11,7.32e-09,1.92e-07,5.66e-06,1.0,FALSE,gfu-bronze
IC181212A,131913,38717715,2018-12-12 02:02:43.856602,58464.08522982179,hese-bronze,316.41,-31.0,1.85,2.02,1.68,1.58,162.0,1.38,0.459,7.77999999999999e-05,0.000191,0.0011,0.00163,0.997,FALSE,None
IC190113A,132043,80110393,2019-01-13 02:07:28.767640,58496.08852740324,gfu-bronze,56.91,-0.82,1.63,1.41,0.75,0.82,156.0,2.21,0.386,7.4e-09,5.26e-07,5.41e-06,2.03e-05,1.0,FALSE,None
IC190124A,132077,9759013,2019-01-24 03:43:54.792182,58507.15549527989,hese-gold,307.44,-32.22,0.53,1.14,0.96,0.31,157.0,0.3,0.743,5.83e-05,1.74e-07,1.0,1.15e-07,1.67e-05,FALSE,hese-bronze
IC190201A,132128,69441226,2019-02-01 00:22:33.996833,58515.01567125964,gfu-bronze,245.08,38.78,0.75,0.88,0.77,0.67,163.0,0.38,0.533,2.21e-10,2.42e-13,1.0,3.95e-12,1.94e-06,FALSE,None
IC190214A,132206,36575563,2019-02-14 16:08:39.389780,58528.67267812246,gfu-gold,228.25,-4.14,0.79,0.53,0.37,0.3,348.0,0.31,0.738,4.49e-08,7.39e-09,0.0518,2.66e-05,0.948,FALSE,gfu-bronze
IC190221A,132229,66688965,2019-02-21 08:25:39.719320,58535.3511541588,hese-gold,268.59,-17.0,1.41,1.58,1.24,0.51,56.0,0.36,0.55,9.33999999999999e-05,4.43e-05,0.294,0.00377,0.702,FALSE,hese-bronze
IC190223A,132237,23969090,2019-02-23 20:24:04.100207,58537.85004745611,gfu-bronze,155.21,19.67,0.7,0.66,0.28,0.44,168.0,1.15,0.512,1.15e-09,3.68e-09,0.0093,6.51e-07,0.991,FALSE,None
IC190317A,132321,28454069,2019-03-17 19:57:54.268694,58559.83187810989,gfu-bronze,81.25,3.21,5.89,5.98,3.93,4.07,108.0,4.4,0.26,8.09e-09,2e-11,1.0,1.32e-10,7.73e-08,FALSE,None
IC190410A,132427,70353420,2019-04-10 10:28:19.612115,58583.43633810319,gfu-bronze,310.61,12.22,3.3,3.65,2.84,2.28,105.0,3.01,0.28,7.59e-08,5.31e-06,0.000232,0.0203,0.979,FALSE,None
IC190413A,132437,16335312,2019-04-13 10:47:58.492720,58586.44998255463,gfu-bronze,219.33,11.72,0.7,1.32,0.72,0.72,107.0,2.75,0.292,8.79e-06,1.08e-06,0.133,0.000791,0.866,FALSE,None
IC190413B,132437,67132865,2019-04-13 15:57:01.512104,58586.66460083455,gfu-bronze,245.57,21.98,1.23,1.49,1.21,1.44,115.0,2.01,0.383,8.75e-11,4.52e-09,2.85e-07,8.69e-06,1.0,FALSE,None
IC190415A,132443,12627143,2019-04-15 10:29:43.304898,58588.43730676967,gfu-bronze,154.86,5.27,2.94,4.7,2.48,1.95,117.0,3.64,0.298,3.03e-09,1.21e-07,0.000274,7.59e-06,1.0,FALSE,None
IC190422A,132465,3856549,2019-04-22 05:59:42.071572,58595.24979249506,gfu-bronze,166.9,17.39,3.21,3.03,2.0,2.56,170.0,1.19,0.513,5.78e-07,3.36e-10,1.0,4.68e-09,1.43e-06,FALSE,None
IC190503A,132508,42419327,2019-05-03 17:23:08.727514,58606.72440656845,ehe-gold,120.19,6.43,0.66,0.66,0.68,0.75,142.0,1.75,0.341,3.12e-05,5.51e-06,0.111,0.000117,0.889,FALSE,gfu-bronze
IC190504A,132518,766165,2019-05-04 18:25:18.393652,58607.7675740006,hese-bronze,65.17,-37.26,1.67,1.14,0.61,1.09,55.0,1.88,0.386,2.52e-05,0.00203,0.0556,0.00518,0.937,FALSE,None
IC190515A,132577,42662743,2019-05-15 10:48:52.825458,58618.45061140577,gfu-gold,127.88,12.6,0.79,0.83,0.5,0.46,457.0,0.44,0.816,5.39e-09,1.35e-08,0.00283,2.26e-05,0.997,FALSE,gfu-bronze
IC190613A,132684,5635104,2019-06-13 19:54:18.125833,58647.82937645641,gfu-gold,312.19,26.57,0.66,0.79,0.75,0.71,195.0,0.72,0.606,1.17e-09,7.05e-07,0.000701,0.000129,0.999,FALSE,gfu-bronze
IC190619A,132707,54984442,2019-06-19 13:14:18.048381,58653.5515977822,gfu-gold,343.52,10.28,4.13,3.16,2.02,2.76,199.0,0.98,0.547,4.39e-08,8.16999999999999e-05,0.000105,9.72999999999999e-05,1.0,FALSE,gfu-bronze
IC190629A,132768,5390846,2019-06-29 19:24:15.120701,58663.80850834146,gfu-bronze,29.12,84.56,39.68,118.65,4.66,4.4,109.0,0.64,0.343,5.12e-05,9.5e-10,1.0,3.5e-09,9e-09,FALSE,None
IC190704A,132792,60166398,2019-07-04 18:48:52.254137,58668.78393812659,gfu-bronze,161.81,26.9,2.15,3.91,1.94,1.91,155.0,1.0,0.486,3.33e-09,3.01e-11,1.0,1.49e-10,1.73e-05,FALSE,None
IC190712A,132814,44222682,2019-07-12 01:15:17.386657,58676.05228456779,gfu-bronze,76.64,12.75,5.23,6.99,4.79,2.82,109.0,2.61,0.304,5.84e-09,8.24e-07,0.000641,5.57e-05,0.999,FALSE,None
IC190730A,132910,57145925,2019-07-30 20:50:41.311032,58694.86853369251,gfu-gold,226.14,10.77,1.27,1.98,1.03,1.17,298.0,0.68,0.67,1.77e-08,4.27e-08,0.0449,2.21e-05,0.955,FALSE,gfu-bronze
IC190819A,132974,67924813,2019-08-19 17:34:24.236899,58714.73222496411,gfu-bronze,148.54,1.45,2.29,3.3,0.93,0.75,113.0,3.85,0.293,1.96e-06,1.36e-06,0.0957,7.55e-05,0.904,FALSE,None
IC190922A,133091,81419,2019-09-22 09:42:45.628765,58748.40469477737,ehe-gold,167.3,-22.27,2.81,2.72,3.39,3.31,3114.0,0.23,0.202,3.75e-05,0.000422,6.36e-05,0.000227,0.999,FALSE,None
IC190922B,133092,52499868,2019-09-22 23:03:55.566155,58748.96105979347,gfu-gold,5.71,-1.53,1.19,1.27,0.9,0.78,187.0,1.33,0.504,2.68e-05,5.19e-06,0.0032,0.000217,0.997,FALSE,gfu-bronze
IC191001A,133119,22683750,2019-10-01 20:09:18.174021,58757.8397936808,gfu-gold,313.99,12.79,6.94,2.46,1.65,1.64,218.0,0.86,0.59,3.22e-05,2.21e-10,1.0,6.14e-09,9.03e-07,FALSE,gfu-bronze
IC191119A,133331,47828126,2019-11-19 01:01:29.382820,58806.04270119005,gfu-gold,229.31,3.77,5.49,4.97,2.47,2.24,177.0,1.54,0.451,2.54e-08,2.41e-07,0.000172,9.60999999999999e-06,1.0,FALSE,gfu-bronze
IC191122A,133348,80807014,2019-11-22 22:45:10.495756,58809.94803814533,gfu-bronze,27.03,0.07,1.98,2.72,1.08,1.57,127.0,3.13,0.329,5.35e-08,1.9e-07,0.000216,7.18e-05,1.0,FALSE,None
IC191204A,133394,27261780,2019-12-04 22:46:11.315031,58821.94874207213,gfu-bronze,80.16,2.87,2.42,1.98,1.05,0.97,130.0,3.22,0.326,1.73e-06,4.71e-07,0.0116,0.00055,0.988,FALSE,None
IC191215A,133433,29047901,2019-12-15 11:09:57.632291,58832.46525037375,gfu-bronze,286.83,58.45,2.27,1.92,2.08,1.86,133.0,0.34,0.476,1.95e-14,6.86e-10,7.51e-06,5.24e-07,1.0,FALSE,None
IC191231A,133572,82361476,2019-12-31 11:00:06.079026,58848.45840369244,gfu-bronze,48.47,20.11,5.98,7.65,4.48,3.73,156.0,1.55,0.464,4.87e-08,0.000102,7.64e-05,0.000108,1.0,FALSE,None
IC200109A,133609,37927131,2020-01-09 23:41:39.938424,58857.98726780584,gfu-gold,165.45,11.8,3.6,4.39,1.18,1.29,375.0,0.64,0.769,5.19e-12,2.2e-06,2.1e-08,2.21e-05,1.0,FALSE,gfu-bronze
IC200117A,133634,1410505,2020-01-17 11:08:29.690655,58865.46423253074,gfu-bronze,116.02,29.18,0.79,1.19,0.86,0.81,108.0,1.93,0.375,3.83e-12,3.18e-08,5.09e-06,1.1e-05,1.0,FALSE,None
IC200120A,133644,43767651,2020-01-20 18:48:18.558693,58868.78354813303,gfu-bronze,67.41,-14.59,0.4,0.31,0.23,0.27,6055.0,0.37,0.314,2.31e-05,6.09e-05,0.000504,9.45e-05,0.999,TRUE,None
IC200410A,133945,24635982,2020-04-10 23:19:55.489386,58949.97217001604,gfu-bronze,242.58,11.61,10.2,10.2,7.83,6.19,110,2.55,0.305,1.2e-09,2.04e-07,6.8e-05,1.12e-05,1.0,FALSE,None
IC200421A,133985,60770138,2020-04-21 00:35:24.240594,58960.02458611799,gfu-bronze,87.93,8.23,3.43,2.81,2.08,1.81,127,2.79,0.333,1.16e-08,4.38e-12,1.0,8.82999999999999e-11,5.19e-08,FALSE,None
IC200425A,134013,16038252,2020-04-25 23:26:46.349615,58964.97692534277,gfu-bronze,99.97,53.72,4.76,3.0,2.25,1.69,135,0.52,0.481,4.76e-17,2.03e-10,5.53e-10,1.61e-09,1.0,FALSE,None
IC200512A,134081,58268464,2020-05-12 07:31:27.758794,58981.31351572679,gfu-bronze,295.18,15.79,1.67,2.24,1.24,1.28,109,2.61,0.322,4.44e-10,2.63e-08,7.54e-05,3.16e-06,1.0,FALSE,None
IC200523A,134116,58596690,2020-05-23 02:30:07.595120,58992.10425457315,gfu-bronze,338.64,1.75,9.98,6.02,1.79,3.51,105,4.91,0.25,2.71e-09,6.66e-08,4.29e-05,1.2e-05,1.0,FALSE,None
IC200530A,134139,35473338,2020-05-30 07:54:29.433350,58999.32950733045,ehe-gold,255.37,26.61,2.46,2.55,2.32,3.25,82,1.95,0.59,3.89e-10,9.9e-07,2.09e-06,2.6e-06,1.0,FALSE,None
IC200614A,134187,72386329,2020-06-14 12:41:21.419061,59014.52872012802,gfu-bronze,33.84,31.61,4.79,6.37,2.71,2.25,115,1.48,0.415,2.11e-05,1.08e-09,1.0,4.09e-10,2.87e-08,FALSE,None
IC200615A,134191,17593623,2020-06-15 14:49:17.376954,59015.61756223327,gfu-gold,142.95,3.66,1.14,1.41,1.16,1.01,496,0.29,0.828,2.04e-07,5.64e-07,6.66999999999999e-05,2.94e-05,1.0,FALSE,"ehe-gold,gfu-bronze"
IC200620A,134207,33533447,2020-06-20 03:03:32.281902,59020.12745696646,gfu-bronze,162.11,11.95,0.62,0.92,0.61,0.46,114,2.32,0.325,3.51e-07,1.46e-07,0.00251,0.000974,0.997,FALSE,None
IC200806A,134354,59221243,2020-08-06 13:50:56.434581,59067.57704206692,gfu-bronze,157.25,47.75,1.17,0.87,0.64,0.59,107,0.79,0.397,1.29e-08,5.75e-10,0.0405,7.73e-05,0.959,FALSE,None
